time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
59.470480,-5.1548,8.3985,2.7345,10.227
59.475585,-5.6122,9.3764,2.7870,11.277
59.480647,-6.5157,10.3770,3.1467,12.651
59.485991,-7.6103,11.9236,3.4085,14.550
59.490849,-9.0574,14.6557,4.4213,17.787
59.520202,-13.3026,20.1254,1.8377,24.194
59.520983,-22.3704,28.1015,-0.1606,35.919
59.521562,-32.0068,34.2989,1.5285,46.938
59.523207,-36.8729,34.3195,3.1868,50.474
59.523746,-34.1714,23.7201,2.9968,41.705
59.524104,-29.3101,16.4767,1.2111,33.646
59.526217,-24.9228,13.9076,0.2017,28.541
59.531499,-17.5148,13.8071,-1.1566,22.333
59.537016,-8.8387,12.3504,-1.1634,15.232
59.559670,-4.6520,10.2476,-1.4697,11.350
59.561419,-1.8622,6.7453,-1.7892,7.223
59.562146,-0.0368,5.6850,-0.4475,5.703
59.562736,-3.9286,6.1036,1.6474,7.443
59.563229,-14.2509,5.3510,5.2059,16.088
59.591542,-19.7307,6.2224,2.6481,20.857
59.592279,-20.8984,9.9518,-3.6413,23.432
59.592832,-13.3176,11.4018,-9.3697,19.878
59.593199,0.4651,-0.3975,-9.7524,9.772
59.593465,7.7203,-5.8378,-0.1236,9.680
59.593746,10.8311,-3.1995,5.8461,12.717
59.596734,12.5901,-1.1913,6.2945,14.126
59.601803,12.2858,-0.1056,4.0957,12.951
59.606834,10.5820,0.7951,1.7545,10.756
59.612047,8.0486,1.4555,-1.0773,8.250
59.640661,4.0628,2.3689,-3.5260,5.878
59.641146,-2.1615,3.2523,-5.1349,6.451
59.641410,-8.7728,2.9889,-4.2256,10.186
59.641686,-11.4832,2.3437,-2.2548,11.935
59.641932,-11.3123,2.2452,-1.0845,11.584
59.642166,-10.1343,2.0680,-0.4892,10.355
59.646941,-8.4267,1.0291,0.1873,8.491
59.651786,-7.0295,-0.4965,0.8797,7.102
59.656778,-5.8775,-1.7985,1.3160,6.286
59.661857,-5.0360,-2.4638,1.3316,5.762
59.667422,-4.7478,-2.3464,0.8868,5.370
59.672099,-4.5713,-2.0244,0.4549,5.020
59.677220,-4.5778,-1.8738,0.2960,4.955
59.683212,-4.6039,-1.8366,0.2211,4.962
59.687486,-4.6446,-1.9333,0.1814,5.034
59.692549,-4.7356,-2.1248,0.2217,5.195
59.697264,-4.8073,-2.2547,0.2769,5.317
59.702319,-4.8090,-2.3438,0.2057,5.354
59.709287,-4.7864,-2.4008,0.1128,5.356
59.712412,-4.6915,-2.5251,0.0028,5.328
59.746922,-4.5763,-2.6093,-0.0457,5.268
59.747553,-4.5171,-2.6478,-0.0500,5.236
59.748637,-4.4679,-2.6186,-0.1014,5.180
59.748918,-4.4403,-2.5526,-0.1567,5.124
59.749213,-4.6755,-2.4584,-0.0598,5.283
59.749399,-5.0393,-2.2821,-0.0401,5.532
59.749599,-5.5749,-1.9292,-0.0590,5.900
59.752670,-6.1298,-1.7141,-0.0779,6.365
59.757603,-6.3361,-1.4820,-0.2679,6.513
59.763301,-6.3409,-1.1145,-0.6761,6.474
59.767723,-6.1219,-0.8687,-1.1188,6.284
59.773136,-5.7466,-0.8470,-1.3477,5.963
59.777749,-5.8184,-0.6443,-1.7998,6.124
59.783253,-5.6743,-0.1531,-2.6904,6.282
59.787992,-5.2174,0.1654,-2.4019,5.746
59.792908,-4.7115,0.4526,-2.2600,5.245
59.798022,-4.0248,0.7898,-2.2119,4.660
59.803766,-3.4518,1.1627,-2.1699,4.240
59.808064,-3.0293,1.4787,-2.2166,4.034
59.812848,-2.6474,1.9375,-2.3336,4.026
59.838069,-2.2176,2.5010,-2.3915,4.110
59.838688,-1.8692,3.0998,-2.4351,4.363
59.839009,-1.5474,3.7628,-2.5453,4.799
59.839222,-1.1831,4.4644,-2.7417,5.371
59.839531,-0.6918,5.1904,-2.9260,5.998
59.843422,-0.1535,6.0389,-3.0321,6.759
59.848306,0.5427,6.8163,-3.1263,7.519
59.853469,1.3066,7.5489,-3.2318,8.315
59.859273,2.0413,8.1026,-3.5080,9.062
59.863893,2.9574,8.4125,-3.9374,9.748
59.868819,3.7030,8.5171,-4.1984,10.192
59.873384,4.2407,8.4830,-4.3200,10.421
59.878734,4.8068,8.4030,-4.3658,10.620
59.883488,5.3986,8.4752,-4.6605,11.077
59.888696,5.9338,8.7922,-4.9097,11.688
59.893597,6.4324,9.2243,-5.0686,12.335
59.898307,7.1920,9.6479,-4.9084,12.996
59.903769,8.2688,9.8209,-4.4071,13.574
59.945176,9.4919,9.7406,-4.1197,14.211
59.946137,10.9369,9.3898,-4.0648,14.977
59.946713,12.5194,8.6436,-4.4049,15.838
59.947249,14.1964,7.4049,-5.0924,16.802
59.947753,15.8634,5.7655,-5.9524,17.897
59.948425,17.4443,4.1043,-6.8168,19.173
59.948724,18.8813,2.5049,-7.3456,20.414
59.949044,19.7981,0.5963,-7.7007,21.251
59.950311,20.2355,-1.0833,-7.6857,21.673
59.954036,20.4231,-2.3790,-8.4545,22.232
59.959365,20.4506,-3.5575,-8.4036,22.394
59.964274,20.4591,-4.6433,-7.9217,22.425
59.969163,20.2739,-5.4069,-6.9696,22.110
60.008925,19.8020,-5.8012,-6.5369,21.645
60.009391,19.4621,-5.8339,-5.6823,21.097
60.009762,19.2111,-5.5630,-4.8232,20.574
60.010247,19.0412,-5.2614,-4.1176,20.179
60.010647,15.9084,-3.1173,-0.9447,16.238
60.012029,11.2339,8.2957,-3.2855,14.346
60.012356,12.2424,8.5108,-6.7943,16.385
60.012595,15.1958,-0.0966,2.0720,15.337
60.039471,14.8437,0.4626,4.1417,15.418
60.040027,13.9329,1.3869,3.0577,14.332
60.040383,10.9454,-1.5828,7.9898,13.643
60.040720,-1.2991,18.0305,14.2358,23.010
60.041082,-6.2194,25.5160,11.6871,28.746
60.041548,2.7245,0.3430,14.1759,14.439
60.044975,1.1051,-1.9729,19.7709,19.900
60.051556,-3.7571,1.9627,13.6932,14.334
60.055099,-5.8137,-1.0520,4.1840,7.240
60.082343,-3.6180,-3.8646,2.6553,5.922
60.082769,3.0520,-0.9905,5.5028,6.370
60.083013,9.4114,5.2105,-12.5448,16.526
60.083216,17.9320,1.7349,-11.8759,21.578
60.083409,26.3766,-3.6535,4.7583,27.050
60.113315,31.9239,-5.7138,11.4534,34.394
60.113775,33.4741,-6.6582,-0.3653,34.132
60.114045,29.6241,-6.5363,-19.8396,36.248
60.115436,21.5541,-2.5894,-28.5663,35.879
60.115989,9.7503,2.4557,-24.2294,26.233
60.116398,0.4026,1.1454,-13.1986,13.254
60.116643,-3.0130,-2.0191,-2.5437,4.430
60.142342,-3.3744,-2.7388,3.1909,5.392
60.142698,-2.9402,-1.4909,5.7281,6.609
60.142906,-1.9572,-0.0880,6.8497,7.124
60.143215,-2.4233,1.5862,5.2015,5.954
60.143547,-2.2847,2.4403,0.8909,3.460
60.172092,0.1057,1.9891,-0.3314,2.019
60.172585,2.8526,0.7820,2.3982,3.808
60.172849,3.9894,-0.2875,3.1897,5.116
60.173095,4.4429,-1.2202,1.8657,4.971
60.173273,5.1049,-1.9259,1.1472,5.575
60.173467,5.7208,-2.4776,1.0390,6.320
60.175470,6.0817,-3.2068,1.2168,6.982
60.181055,6.4357,-3.6200,1.2771,7.494
60.185438,7.0892,-3.9214,1.6065,8.259
60.192036,7.6947,-3.6865,2.8905,9.009
60.216910,7.6816,-3.1559,2.6050,8.704
60.217386,6.8443,-2.2808,1.5584,7.381
60.217602,5.6442,-1.2430,0.8212,5.838
60.217856,3.9557,0.1377,1.0405,4.093
60.218064,2.5201,1.2858,1.6474,3.274
60.221301,1.4393,1.7704,1.3966,2.675
60.226316,0.5080,1.5715,0.4295,1.707
60.230516,-0.5241,0.6906,-0.1995,0.890
60.236054,-1.0979,0.0932,-0.0362,1.102
60.241414,-1.7235,0.1137,-0.3532,1.763
60.245802,-2.3467,0.5415,-0.8319,2.548
60.271684,-3.0120,1.9317,-0.7341,3.653
60.272202,-3.3619,4.3053,-0.3616,5.474
60.272467,-4.2767,4.6391,0.0363,6.310
60.272677,-5.0179,2.8082,0.6578,5.788
60.273014,-4.9817,1.6081,0.9820,5.326
60.276159,-4.9450,1.6161,1.2159,5.343
60.281594,-4.8961,1.7591,1.1922,5.337
60.286133,-4.3431,1.5829,0.8938,4.708
60.291607,-3.3051,1.0037,0.8995,3.569
60.296369,-2.0767,0.2793,1.1276,2.380
60.301422,-0.9598,-0.1415,1.1856,1.532
60.306533,-0.1915,-0.3435,0.9089,0.990
60.312215,0.1983,-0.4807,0.5819,0.780
60.317966,0.2474,-0.4844,0.1866,0.575
60.321553,-0.0388,-0.4472,-0.0279,0.450
60.326402,-0.3862,-0.5035,0.0157,0.635
60.349201,-0.6300,-0.5788,-0.0531,0.857
60.349732,-0.8184,-0.6562,-0.3298,1.100
60.350078,-0.9136,-0.8265,-0.4604,1.315
60.350346,-0.8430,-0.9525,-0.5441,1.383
60.352220,-0.6786,-0.9921,-0.4689,1.290
60.357160,-0.4140,-1.0194,-0.4128,1.175
60.361786,-0.1975,-1.0368,-0.4473,1.146
60.367251,-0.0979,-1.1070,-0.4888,1.214
60.372206,-0.0098,-1.1556,-0.5062,1.262
60.376961,0.0762,-1.1435,-0.4241,1.222
60.383194,0.2131,-1.0966,-0.2288,1.140
60.387329,0.2862,-0.9592,-0.1845,1.018
60.392040,0.2906,-0.9347,-0.2410,1.008
60.397007,0.3869,-1.1308,-0.4099,1.263
60.402380,0.4814,-1.4561,-0.6405,1.662
60.407541,0.7182,-1.7344,-0.6116,1.974
60.412503,0.9986,-1.9211,-0.6165,2.251
60.417235,1.2182,-2.1753,-0.6856,2.586
60.422388,1.4992,-2.4637,-0.6235,2.951
60.429058,1.7821,-2.6097,-0.3684,3.182
60.432417,1.8259,-2.4294,-0.4089,3.066
60.437255,1.8280,-2.0989,-0.1955,2.790
60.458532,1.6089,-1.4992,0.3289,2.224
60.459013,0.9716,-0.7295,0.4135,1.283
60.459243,0.3826,-0.0816,0.2169,0.447
60.459447,-0.1609,0.8037,0.0828,0.824
60.464271,-0.7124,1.5891,-0.0296,1.742
60.469483,-1.2104,1.8543,-0.0702,2.216
60.475536,-1.7589,1.8016,-0.1514,2.522
60.478653,-2.1960,1.6807,-0.1614,2.770
60.484255,-2.4485,1.5496,0.0786,2.899
60.487572,-2.5049,1.4780,0.3031,2.924
60.492714,-2.4404,1.4734,0.4051,2.879
60.497827,-2.1140,1.2322,0.3874,2.477
60.502981,-1.5972,0.9622,0.4148,1.910
60.507842,-1.1264,0.8809,0.6355,1.565
60.513517,-0.6481,0.7242,1.1043,1.471
60.517900,-0.2072,0.5997,1.5366,1.662
60.522829,0.2567,0.6289,1.8135,1.937
60.529546,0.6675,0.7677,1.8067,2.073
60.533211,0.8530,0.7086,1.8957,2.196
60.561266,0.7977,0.6371,1.9970,2.243
60.561728,0.5643,0.8305,2.2682,2.481
60.561983,0.2819,1.2913,2.6139,2.929
60.562270,-0.0188,1.7633,2.8240,3.329
60.562450,-0.5697,2.5336,2.9160,3.905
60.563252,-0.9349,3.3457,2.7504,4.431
60.568652,-1.1842,4.5131,2.6576,5.370
60.574005,-1.4224,5.8913,2.6594,6.618
60.578110,-1.7234,6.9295,2.6320,7.610
60.583677,-1.9529,7.3101,2.6004,8.001
60.588428,-2.2616,7.3831,2.5772,8.140
60.594696,-2.8151,7.3191,2.4780,8.224
60.598465,-3.6114,7.4799,2.3040,8.620
60.603708,-4.3302,8.1696,2.2914,9.526
60.608664,-6.4076,10.0889,1.6065,12.059
60.614408,-10.8729,14.3678,0.1302,18.019
60.618744,-18.0636,20.2693,-0.1477,27.151
60.624356,-25.1486,24.5946,1.2237,35.197
60.628748,-30.2798,25.2347,1.1524,39.433
60.634214,-32.6821,21.5437,2.7936,39.244
60.640882,-32.8089,17.7516,3.8949,37.506
60.643762,-30.2912,16.1744,2.9564,34.466
60.648684,-25.9790,14.4903,2.5305,29.854
60.671767,-23.1419,15.2177,1.9936,27.769
60.672222,-21.7232,19.8547,4.3046,29.743
60.672470,-16.9096,22.2240,6.7531,28.731
60.672826,-15.1814,18.0221,4.9764,24.084
60.700715,-17.1832,15.2825,1.3495,23.036
60.701224,-14.3346,13.2813,-0.9548,19.565
60.701576,-8.9710,11.0885,-0.0918,14.263
60.701814,-6.4430,9.8957,1.6878,11.928
60.702091,-6.0346,7.8472,2.0871,10.117
60.702321,-6.8485,5.7377,0.7722,8.968
60.706040,-8.1472,4.4687,-0.1382,9.293
60.737344,-9.1918,3.5106,-0.8379,9.875
60.737760,-11.4690,1.8172,-2.7313,11.929
60.738105,-15.7858,-3.2786,-1.5858,16.200
60.738554,-14.2098,-5.1649,-7.6555,16.947
60.738898,-1.6843,-2.4362,-15.4715,15.752
60.739247,5.5088,-2.3847,-9.2956,11.065
60.739583,8.0790,-2.6472,2.7813,8.945
60.744565,10.5636,-3.6567,6.2338,12.799
60.750049,11.3867,-4.6618,2.8725,12.635
60.754416,10.0066,-5.3695,-1.4907,11.454
60.759838,7.4586,-5.7653,-3.3670,10.010
60.764781,2.9626,-5.2768,-4.3187,7.435
60.770028,-4.5153,-4.2778,-3.6630,7.218
60.797539,-9.0972,-3.2997,-0.3745,9.684
60.797926,-10.0544,-1.9180,2.2431,10.479
60.798269,-9.5675,-1.2494,3.0180,10.110
60.798464,-8.1629,-1.1767,3.7392,9.055
60.798706,-6.5042,-1.7076,4.1937,7.925
60.802872,-5.4449,-2.6288,3.8156,7.150
60.808575,-5.2341,-3.3997,3.0660,6.954
60.810388,-5.8007,-3.5804,2.2868,7.190
60.815611,-6.9922,-3.2059,1.7006,7.878
60.819988,-8.1911,-2.7138,1.3241,8.730
60.825448,-8.8470,-2.4580,1.1460,9.253
60.830750,-9.0276,-2.3220,1.0466,9.380
60.834978,-8.8845,-2.1462,1.1083,9.207
60.840714,-8.6334,-2.0304,1.4680,8.990
60.845126,-8.2768,-2.0335,1.8356,8.718
60.852299,-7.8025,-2.0761,2.0346,8.326
60.855705,-7.3797,-2.2516,1.9672,7.962
60.864663,-7.0752,-2.5136,1.7537,7.711
60.865793,-6.9234,-2.6763,1.4637,7.566
60.870664,-6.9313,-2.7456,1.0782,7.533
60.915774,-7.0649,-2.7091,0.7219,7.601
60.916620,-6.9865,-2.4439,0.6155,7.427
60.916976,-6.9571,-2.3250,0.2814,7.341
60.917277,-7.1191,-2.2351,0.2426,7.466
60.917592,-7.1974,-1.8455,0.4540,7.444
60.917932,-7.2752,-1.4553,0.6716,7.450
60.918225,-7.3366,-1.1209,1.0083,7.490
60.918588,-7.4632,-0.8294,1.2234,7.608
60.918893,-7.5937,-0.4075,1.1453,7.690
60.921217,-7.7477,0.1596,1.0972,7.827
60.925753,-7.8071,0.8774,1.0096,7.921
60.931105,-7.7920,1.8134,0.8942,8.050
60.936566,-7.3976,3.1066,0.7246,8.056
60.940891,-6.7763,4.2401,0.5226,8.011
60.945844,-5.9819,5.0157,0.3125,7.813
60.950877,-5.1847,5.6657,0.0391,7.680
60.956000,-4.4897,6.3093,-0.0914,7.744
60.964671,-3.9253,7.1641,-0.1192,8.170
60.966230,-3.4889,8.2438,-0.1346,8.953
61.014280,-3.2628,9.6512,-0.1869,10.190
61.014803,-3.1741,11.5653,-0.2528,11.996
61.015140,-3.2822,13.8178,-0.7041,14.220
61.015466,-3.1241,15.9798,-1.1251,16.321
61.015815,-2.1935,17.3285,-2.0092,17.582
61.016223,-0.5748,17.9309,-3.5299,18.284
61.016548,1.4121,18.0478,-4.4512,18.642
61.016862,4.0036,17.7505,-5.1158,18.902
61.017183,7.3103,16.5453,-5.8405,19.008
61.017596,10.9336,14.5346,-6.1474,19.199
61.021993,14.3625,12.6419,-7.2035,20.445
61.026357,16.5885,11.9524,-6.5042,21.456
61.032385,17.7428,11.5592,-6.0390,22.020
61.036813,18.7075,11.8563,-5.9800,22.941
61.041916,18.9012,14.7022,-5.6782,24.610
61.047013,19.8217,10.7189,-7.1298,23.635
61.053612,22.1265,3.8647,-5.0717,23.027
61.056940,23.2671,3.7543,-4.7068,24.033
61.089065,23.8570,5.9702,-4.5170,25.004
61.089864,24.5094,5.9444,-5.2760,25.766
61.090542,25.1248,2.3266,-4.3344,25.602
61.091223,25.3848,-1.0147,-3.5158,25.647
61.091869,25.5117,-2.5888,-3.5806,25.891
61.092444,24.9610,-3.1532,-3.7655,25.440
61.092830,23.2444,-1.4791,-5.2897,23.885
61.096854,22.6591,-5.2773,-4.7953,23.755
61.101643,21.1229,-4.8838,-2.8339,21.865
61.107469,19.9943,-5.2424,-6.1965,21.579
61.112905,18.7227,-7.5472,-1.4962,20.242
61.139572,16.4011,-1.5149,-3.3274,16.804
61.140131,14.4632,2.1837,-1.5740,14.712
61.140541,12.2828,3.9584,1.8893,13.042
61.140849,5.8157,7.4276,11.3361,14.748
61.141149,-5.8835,23.7911,10.8811,26.815
61.168530,-2.0384,12.1504,3.0667,12.696
61.168937,3.7251,-1.4294,11.3897,12.068
61.169208,0.2703,0.3815,11.3332,11.343
61.169480,-2.0352,-0.2917,7.4216,7.701
61.169753,-2.5639,-3.8576,5.2429,6.996
61.170066,-0.5778,-4.9136,6.3340,8.037
61.201474,6.7616,-1.1019,9.7523,11.918
61.202223,14.9827,2.9691,-9.4844,17.979
61.202740,21.4823,-1.7210,-13.9665,25.681
61.203481,26.6659,-5.9680,-0.9733,27.343
61.204381,30.5837,-5.9254,5.9131,31.709
61.204700,31.8790,-6.5367,-3.4568,32.725
61.204891,28.6681,-7.2173,-19.8756,35.623
61.208085,23.1989,-4.5242,-26.2415,35.317
61.213519,17.9655,-1.6197,-18.9851,26.188
61.237694,13.0596,-1.8990,-8.1680,15.520
61.238121,6.5178,-2.0752,-2.4060,7.251
61.238422,1.0485,-0.0814,0.8359,1.343
61.238689,-2.6101,1.8405,2.2282,3.894
61.238942,-5.1731,2.7284,2.6376,6.416
61.268258,-5.5868,2.3602,3.2484,6.880
61.268750,-4.0024,1.5087,4.4349,6.161
61.268974,-1.8502,1.1122,5.3984,5.814
61.269187,0.1840,1.3292,6.1037,6.249
61.269352,1.3797,1.7168,5.5926,6.011
61.269598,1.4173,1.6305,4.3889,4.892
61.275084,0.9561,1.1832,3.0136,3.376
61.278366,0.6438,0.6246,1.6628,1.889
61.284562,0.9457,0.1250,0.7562,1.217
61.288546,1.7850,-0.6413,0.6237,1.997
61.293071,2.8291,-1.3140,0.9537,3.262
61.315310,3.6320,-1.6475,1.2162,4.170
61.315741,3.9845,-1.7050,0.9166,4.430
61.316029,3.8497,-1.4467,0.3105,4.124
61.316287,3.3359,-1.0120,0.1213,3.488
61.318606,2.8643,-0.5373,0.5086,2.958
61.323538,2.4146,-0.2448,0.9576,2.609
61.328616,2.2425,0.0190,1.5269,2.713
61.333553,1.7387,0.3925,1.9051,2.609
61.338695,1.4323,0.2090,2.3738,2.780
61.343441,1.0512,-0.0261,2.1635,2.405
61.348731,0.5903,-0.1956,1.6516,1.765
61.353896,0.4005,-0.1459,1.5316,1.590
61.358970,-0.1354,-0.1431,1.3428,1.357
61.364367,-0.4212,-0.3198,0.7959,0.956
61.368995,-0.8180,-0.0804,0.0104,0.822
61.373962,-1.2714,0.2064,-0.4961,1.380
61.379444,-1.5517,0.4281,-0.4986,1.685
61.383855,-1.9064,0.8292,-0.5040,2.139
61.388847,-2.2532,1.8027,-0.4479,2.920
61.395816,-2.8390,3.0872,-0.1919,4.199
61.399280,-3.7104,2.1876,-0.4146,4.327
61.404260,-3.6261,0.6153,0.5266,3.715
61.427727,-3.3034,0.6865,1.8250,3.836
61.428367,-3.0237,0.8653,2.5530,4.051
61.428654,-2.5238,0.3214,2.3945,3.494
61.428940,-1.8483,-0.2270,1.4627,2.368
61.429233,-0.9485,-0.6680,0.5222,1.272
61.433868,-0.0219,-1.0026,-0.3216,1.053
61.439258,0.4516,-1.1789,-0.9147,1.559
61.444043,0.6380,-1.3073,-0.8277,1.674
61.449866,0.7916,-1.2878,-0.4201,1.569
61.454202,0.8816,-1.2352,-0.1242,1.523
61.461078,0.8391,-1.2576,0.0086,1.512
61.464789,0.6261,-1.2425,-0.1336,1.398
61.469580,0.4673,-1.1537,-0.3906,1.305
61.475097,0.3811,-1.1467,-0.5688,1.336
61.480004,0.3985,-1.1901,-0.7452,1.460
61.484969,0.3759,-1.2339,-0.6830,1.460
61.490254,0.3066,-1.1921,-0.5165,1.335
61.495809,0.0377,-1.0074,-0.3533,1.068
61.500081,-0.0436,-0.7372,-0.2146,0.769
61.525607,-0.0835,-0.3551,-0.2079,0.420
61.526136,-0.3267,-0.1601,-0.3019,0.473
61.526431,-0.4857,-0.0563,-0.1476,0.511
61.526666,-0.6611,0.1167,-0.1513,0.688
61.526870,-0.8173,0.2682,-0.5114,1.001
61.532122,-0.8303,0.3504,-0.6317,1.101
61.535318,-0.8101,0.2894,-0.5341,1.013
61.540397,-0.8358,0.3412,-0.4339,1.002
61.544883,-0.9478,0.4554,-0.3910,1.122
61.550020,-1.0742,0.6605,-0.2333,1.282
61.555103,-1.0219,0.8684,0.2229,1.359
61.560965,-0.5886,1.1848,1.0824,1.709
61.565200,-0.1691,1.6932,1.5822,2.324
61.570893,-0.0405,2.0677,1.6518,2.647
61.574728,-0.1439,2.5041,1.5527,2.950
61.580481,-0.4166,2.9637,1.5524,3.372
61.585288,-0.8871,3.3127,1.7775,3.863
61.590478,-1.3356,3.7188,2.1097,4.479
61.595601,-1.7347,4.1972,2.5707,5.219
61.600416,-2.1784,4.5904,2.6825,5.746
61.607357,-2.6194,4.8486,2.4358,6.025
61.611789,-3.0216,5.1538,1.9648,6.289
61.615572,-3.5691,5.6541,1.3792,6.827
61.640613,-4.2910,6.0504,0.6615,7.447
61.641115,-4.9204,6.3198,0.2891,8.015
61.641337,-5.0805,6.4222,0.7389,8.222
61.641568,-4.8575,6.4322,1.7598,8.250
61.641780,-4.6239,5.9808,2.4293,7.941
61.646765,-4.4097,5.1493,2.4774,7.218
61.653977,-4.0387,4.8406,2.6065,6.822
61.656217,-3.3939,5.5614,3.2369,7.275
61.661443,-2.8627,6.8658,4.0596,8.474
61.665690,-2.5273,8.1241,4.6585,9.700
61.671179,-2.5819,9.4188,4.8972,10.925
61.676503,-3.3202,10.6780,5.4954,12.460
61.681005,-5.4743,12.6378,5.4915,14.827
61.685851,-12.4198,20.1486,-0.2313,23.670
61.691517,-24.4805,30.6253,-0.0501,39.207
61.696772,-35.4930,37.7433,6.8218,52.257
61.701350,-42.8859,36.1440,2.8621,56.158
61.729375,-39.2765,21.9818,8.4821,45.802
61.730012,-33.3686,12.2754,5.8711,36.036
61.730400,-28.8678,13.1471,1.0466,31.738
61.730726,-20.2711,12.7347,0.8807,23.956
61.731086,-9.4087,10.9088,1.4941,14.483
61.734555,-4.6985,8.2709,1.4023,9.615
61.736505,-2.0306,5.8013,0.6989,6.186
61.764021,-0.5613,4.0904,1.4801,4.386
61.764535,-3.2376,4.9709,2.0939,6.291
61.764772,-11.3146,4.0293,3.9883,12.655
61.765129,-16.3170,3.6320,4.1486,17.223
61.765726,-16.7793,10.4878,-2.3266,19.924
61.767000,-9.7956,10.5098,-12.0045,18.722
61.793715,3.5475,-5.3437,-5.4538,8.419
61.794229,9.7596,-8.3981,1.1610,12.928
61.794497,11.1077,-3.7981,5.5752,12.996
61.794676,12.0401,-1.6970,7.2738,14.169
61.794914,11.8868,-0.6360,4.6799,12.791
61.796611,9.5520,0.9269,1.6973,9.746
61.801891,4.1216,3.2393,-1.8033,5.544
61.806621,-3.4536,4.1528,-3.7695,6.587
61.811970,-10.1784,2.8179,-2.4770,10.848
61.818899,-12.9707,1.6681,-0.8931,13.108
61.822091,-13.5007,1.5421,-0.4465,13.596
61.861411,-13.5224,1.6496,-0.3420,13.627
61.862138,-12.6816,1.3518,0.2955,12.757
61.862459,-10.9941,0.5198,1.2007,11.072
61.862949,-9.3782,-0.5826,2.0631,9.620
61.863323,-8.1077,-1.7228,2.5524,8.673
61.863664,-7.2575,-2.4267,2.9413,8.198
61.864045,-6.7473,-2.5789,3.0315,7.834
61.864351,-6.5448,-2.3958,2.8379,7.525
61.867521,-6.5296,-2.1671,2.5404,7.334
61.872209,-6.5676,-2.0569,2.2904,7.253
61.877660,-6.4984,-2.1211,1.9573,7.111
61.883470,-6.2386,-2.4039,1.5034,6.853
61.886694,-5.7930,-2.6941,1.0173,6.469
61.892241,-5.2550,-3.0919,0.7523,6.143
61.897382,-4.7533,-3.3556,0.5401,5.843
61.903136,-4.3640,-3.5262,0.3131,5.619
61.908272,-4.0863,-3.5484,0.0925,5.413
61.912700,-3.9339,-3.5471,-0.0406,5.297
61.917828,-3.8670,-3.4249,-0.0774,5.166
61.923029,-3.9035,-3.2865,-0.0649,5.103
61.930757,-4.0256,-3.2330,-0.0344,5.163
61.933269,-4.1757,-3.1075,0.0331,5.205
61.937703,-4.3396,-2.9906,0.1926,5.274
61.967130,-4.4935,-2.8213,0.2239,5.310
61.967814,-4.7080,-2.5906,0.2254,5.378
61.968276,-4.9291,-2.2896,0.1488,5.437
61.968606,-5.0790,-2.0339,0.0086,5.471
61.968899,-5.1438,-1.8011,-0.1666,5.453
61.969203,-5.1455,-1.4371,-0.4105,5.358
61.973067,-5.1111,-0.9535,-0.5344,5.227
61.977949,-4.9478,-0.4835,-0.6221,5.010
61.983426,-4.9268,-0.1126,-0.7406,4.983
61.988746,-4.8544,0.3847,-0.7966,4.934
61.993465,-4.7671,1.0780,-0.6704,4.933
61.998052,-4.7088,1.9487,-0.6010,5.131
62.003419,-4.6612,2.9419,-0.4350,5.529
62.008689,-4.5124,3.9956,-0.3757,6.039
62.013214,-4.1411,5.0124,-0.6132,6.531
62.019317,-3.4874,5.9132,-0.9607,6.932
62.023968,-2.6141,6.8295,-1.1786,7.407
62.028908,-1.5886,7.6101,-1.5293,7.923
62.033709,-0.2485,8.2193,-2.0236,8.468
62.041926,1.2752,8.3770,-2.6098,8.866
62.043791,2.7292,8.3414,-3.3425,9.391
62.048613,3.9839,8.4187,-3.9453,10.115
62.086289,5.0371,8.7307,-4.4364,11.013
62.086817,6.0697,9.2003,-5.0953,12.143
62.087098,7.1473,9.4898,-5.9400,13.282
62.087366,8.2818,9.5224,-6.6470,14.263
62.087568,9.3739,9.5996,-6.5125,14.914
62.087823,10.2548,9.7924,-5.7618,15.305
62.088178,11.3906,9.6452,-4.6954,15.647
62.088639,12.7282,9.3892,-3.3428,16.166
62.093997,14.2249,8.9707,-1.8752,16.922
62.098837,15.9144,8.2833,-2.4381,18.106
62.104203,17.5624,7.2623,-3.1052,19.257
62.109561,19.3837,5.7663,-3.4000,20.507
62.114400,21.2620,3.9960,-4.8195,22.165
62.119040,22.8092,2.0757,-6.0427,23.687
62.124205,24.0005,0.3374,-6.5613,24.883
62.131045,24.6418,-1.1505,-6.3951,25.484
62.135001,24.8995,-2.6740,-6.3708,25.840
62.161480,25.0519,-4.1929,-6.9623,26.337
62.162191,25.0535,-5.2048,-7.1594,26.571
62.162530,24.9618,-6.1239,-7.1911,26.689
62.162977,24.2354,-7.8657,-4.5614,25.885
62.163426,19.3587,2.3531,-3.7731,19.863
62.164366,17.6546,8.2936,-8.8961,21.438
62.169195,19.8867,0.3139,2.4973,20.045
62.174611,14.6204,5.5517,3.2110,15.965
62.179528,2.3712,17.2950,-2.0798,17.580
62.185443,-5.9067,26.3867,8.8767,28.460
62.189682,3.1840,1.5222,10.8488,11.408
62.226378,8.1552,-4.5917,23.2183,25.034
62.227006,1.5056,8.7559,24.7013,26.251
62.227354,-2.2341,6.2575,11.8814,13.613
62.227692,-2.6855,-1.9553,7.3939,8.106
62.228109,-3.7570,-3.2798,6.0047,7.806
62.228357,-1.5024,-2.9631,4.2081,5.361
