time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
56.719730,6.6807,9.4579,-4.7538,12.517
56.721921,8.1507,9.2433,-4.3991,13.085
56.767941,9.9415,8.6602,-4.0292,13.786
56.768682,11.9088,7.8123,-4.0556,14.809
56.769266,13.9972,6.6131,-4.0173,15.994
56.769685,16.1957,5.1269,-4.2740,17.517
56.770037,17.9539,3.7105,-4.6049,18.903
56.770421,19.1282,2.3685,-4.7962,19.862
56.770761,19.7409,1.0816,-4.9217,20.374
56.771221,20.3817,-0.1024,-5.1092,21.013
56.771561,20.7277,-1.5976,-5.7811,21.578
56.773569,20.7693,-2.8896,-5.8864,21.780
56.777080,20.9509,-4.0631,-5.9991,22.168
56.783421,20.8560,-5.3174,-6.6396,22.524
56.787206,20.7829,-6.6671,-7.1310,22.961
56.792292,20.4415,-7.8060,-7.3615,23.086
56.797682,20.0385,-8.5285,-6.9567,22.862
56.802717,17.5072,-7.5881,-3.4548,19.391
56.833025,10.4680,4.7995,-6.0779,13.021
56.834579,10.0928,7.1725,-8.0348,14.760
56.835401,12.7604,-1.2099,-0.7834,12.842
56.836000,13.5898,-4.9682,2.7070,14.721
56.836718,13.4609,-2.9446,3.3654,14.184
56.837491,9.6701,-1.6216,7.1218,12.119
56.838076,-12.2454,32.8389,7.8344,35.913
56.862443,-17.2210,35.5675,-4.3310,39.754
56.863148,-0.9056,-6.4094,-1.0686,6.561
56.863453,-4.4079,0.1170,14.3874,15.048
56.863770,-8.0938,4.6771,11.2245,14.607
56.864124,-6.7359,-3.8985,7.5695,10.857
56.867566,-4.6748,-4.7304,7.2546,9.842
56.872893,3.5663,-1.7791,9.3571,10.171
56.877749,12.1240,2.2939,-9.8933,15.815
56.884863,20.1587,-2.7349,-21.0179,29.251
56.887283,27.5319,-6.7047,-8.9324,29.711
56.892697,33.9455,-8.1213,0.4414,34.906
56.919545,38.6050,-8.8280,-8.5206,40.508
56.920275,37.0079,-5.4853,-22.8835,43.856
56.921003,30.1810,-0.8246,-20.1657,36.307
56.921653,20.8796,-0.4011,-5.0863,21.494
56.922770,10.7023,-2.7532,7.0344,13.100
56.951475,4.2412,-3.5872,10.6498,12.011
56.951961,-0.2566,-0.7934,7.5707,7.617
56.952195,-3.7001,2.5141,6.2364,7.675
56.952540,-5.3104,3.9639,6.2307,9.096
56.952745,-4.7762,3.5603,4.1644,7.268
56.952945,-1.9618,2.7393,4.3923,5.536
56.982008,1.0941,1.8046,5.7614,6.136
56.983225,1.7478,1.5593,4.2920,4.889
56.984882,2.3294,1.1664,2.2014,3.411
56.985798,3.3240,0.0475,1.0296,3.480
56.986389,4.0263,-1.4823,0.8204,4.368
56.986988,4.5587,-2.2637,0.5566,5.120
56.987536,4.7544,-2.0205,-0.3166,5.176
56.988868,5.0014,-1.9527,-0.0569,5.369
56.995579,4.7555,-1.8219,0.3499,5.105
56.998617,3.9002,-1.3580,0.2456,4.137
57.003831,2.6575,-0.6922,-0.4622,2.785
57.026777,1.3018,-0.0948,-1.1713,1.754
57.027186,0.1742,0.5547,-1.4467,1.559
57.027325,-0.4574,0.8769,-1.3362,1.662
57.027518,-1.0264,0.9561,-1.2198,1.859
57.028631,-0.8555,1.0039,-0.5884,1.444
57.034035,-0.3443,0.8671,-0.2003,0.954
57.038769,-0.0731,0.8296,0.6842,1.078
57.044012,-0.7061,0.5178,0.6675,1.101
57.048931,-1.1626,0.0648,0.0680,1.166
57.054158,-0.8680,0.1175,-0.6311,1.080
57.059310,-0.8368,0.7682,-0.3228,1.181
57.085107,-1.4138,2.5022,0.9189,3.017
57.085599,-2.5903,3.0823,0.8862,4.123
57.085787,-2.8524,1.7940,0.9758,3.508
57.085962,-2.0644,1.2857,2.3905,3.410
57.086162,-1.6577,1.2485,3.8038,4.333
57.089385,-1.5861,0.6410,4.0635,4.409
57.094265,-1.4349,0.3657,2.9675,3.316
57.099202,-1.2682,0.5679,1.3469,1.935
57.104402,-0.9979,0.2923,0.6731,1.239
57.109861,-0.7766,-0.0708,0.3489,0.854
57.114928,-0.7017,-0.2872,-0.1164,0.767
57.119606,-0.7707,-0.4264,-0.3928,0.964
57.125077,-0.9617,-0.4289,-0.5549,1.190
57.130111,-1.2314,-0.3378,-0.6075,1.414
57.134317,-1.3720,-0.3015,-0.7513,1.593
57.162704,-1.4771,-0.3364,-1.0053,1.818
57.163215,-1.6068,-0.4256,-1.2405,2.074
57.163440,-1.5406,-0.4734,-1.4378,2.160
57.163691,-1.4464,-0.4919,-1.6165,2.224
57.163964,-1.1090,-0.6701,-1.7145,2.149
57.165074,-0.8251,-0.7661,-1.7010,2.040
57.170224,-0.5064,-0.8757,-1.6384,1.925
57.174817,-0.1815,-1.2022,-1.4815,1.917
57.179639,0.1386,-1.5333,-1.2665,1.994
57.184828,0.4474,-1.7687,-0.8783,2.025
57.190106,0.6691,-1.8734,-0.4624,2.042
57.195128,0.7659,-1.7377,-0.2603,1.917
57.200379,0.8268,-1.5440,-0.1089,1.755
57.205948,0.6744,-1.2801,-0.1590,1.456
57.210227,0.5046,-1.0560,-0.2092,1.189
57.215573,0.2762,-0.8040,-0.0061,0.850
57.220448,0.0607,-0.5407,0.4029,0.677
57.225600,0.0158,-0.2397,0.7523,0.790
57.230761,0.0837,0.0562,0.6312,0.639
57.235839,0.1394,0.1055,0.4507,0.483
57.268754,0.0972,0.1331,0.5577,0.582
57.269443,0.0125,0.3327,0.8775,0.939
57.269833,-0.0767,0.6085,1.1304,1.286
57.270097,-0.2206,0.8386,1.0535,1.365
57.270456,-0.3767,1.0067,0.9294,1.421
57.270780,-0.5162,1.1223,0.9060,1.532
57.271035,-0.6130,1.3579,1.0141,1.802
57.275328,-0.7700,1.7397,1.1508,2.223
57.280877,-0.9370,2.0978,1.2395,2.611
57.285513,-1.0403,2.4062,1.2680,2.912
57.291285,-1.1110,2.6434,1.3654,3.176
57.296899,-1.1871,2.7661,1.5243,3.374
57.301491,-1.3307,3.0305,1.3691,3.582
57.305847,-1.5202,3.4124,0.9045,3.844
57.311260,-1.5879,3.7632,0.6180,4.131
57.320116,-1.7418,4.1208,0.4128,4.493
57.321785,-2.0176,4.6334,0.4793,5.076
57.325939,-2.4221,5.3175,0.6785,5.882
57.331123,-2.8331,6.0483,0.8791,6.737
57.336495,-3.4659,7.0555,1.1152,7.940
57.341660,-4.2699,7.9011,1.9546,9.191
57.380077,-4.9628,8.1931,2.8751,10.001
57.380660,-5.6741,8.7602,3.4938,11.007
57.380959,-6.1274,9.6723,4.4994,12.302
57.381234,-6.4145,10.9919,6.2323,14.171
57.382165,-8.0746,14.2981,6.5489,17.678
57.382616,-12.8594,21.0733,4.9187,25.172
57.383064,-19.8490,29.1998,6.4553,35.893
57.383591,-26.8558,35.6956,12.1732,46.299
57.387633,-32.4636,34.1186,10.4615,48.243
57.391235,-33.7308,23.1060,8.1656,41.693
57.421389,-29.6597,13.9499,6.1399,33.347
57.422075,-27.9340,15.4244,0.9550,31.924
57.422423,-23.6990,15.1689,1.8748,28.200
57.422811,-15.2009,14.5267,-0.2693,21.028
57.423060,-10.4663,17.3194,-0.3313,20.239
57.423619,-9.3504,12.8677,-2.3639,16.081
57.452280,-5.9792,11.2034,-3.7315,13.236
57.452721,-5.2320,9.4533,-2.7873,11.158
57.452961,-6.4648,6.5841,0.0185,9.227
57.453182,-10.4113,2.7727,-0.0347,10.774
57.453411,-15.1579,2.4809,-1.4278,15.426
57.453643,-21.0081,4.9000,-3.4705,21.849
57.457606,-25.8607,8.6695,-4.7367,27.683
57.464543,-26.2246,14.4226,-7.9736,30.973
57.467486,-9.2713,-1.2104,-12.5445,15.646
57.494619,5.5875,-11.9130,-8.6234,15.732
57.494998,10.9294,-8.0662,-0.6504,13.599
57.495263,12.1336,-4.0425,4.4404,13.538
57.495590,12.1859,-2.6000,4.4394,13.227
57.495885,11.3911,-1.9712,3.1044,11.970
57.530363,9.5439,-1.8309,1.4816,9.830
57.531137,6.5833,-2.0153,-1.0931,6.971
57.531478,2.1102,-1.5332,-3.6896,4.518
57.531787,-5.4003,-0.3353,-5.8752,7.987
57.532259,-11.5118,0.1336,-5.9428,12.956
57.532645,-13.3197,0.7210,-5.4581,14.413
57.533159,-13.5422,1.2373,-5.3088,14.598
57.534044,-13.2729,1.5151,-4.8196,14.202
57.537671,-11.7962,1.3542,-4.0736,12.553
57.542359,-9.5779,0.7069,-2.7728,9.996
57.547657,-7.8998,-0.2743,-1.4682,8.040
57.552497,-6.6792,-1.2914,-0.4662,6.819
57.557413,-5.6609,-1.8699,0.1712,5.964
57.563172,-4.9822,-1.6484,0.4230,5.265
57.567479,-4.4647,-1.1312,0.4780,4.630
57.605376,-4.0762,-0.5415,0.2195,4.118
57.605895,-3.8205,-0.0182,-0.3544,3.837
57.606152,-3.6970,0.3007,-0.9586,3.831
57.606332,-3.6619,0.3037,-1.5240,3.978
57.606559,-3.6144,0.0614,-1.7734,4.027
57.606781,-3.5566,-0.1830,-1.7406,3.964
57.607002,-3.6384,-0.3920,-1.6364,4.009
57.607797,-3.7853,-0.6282,-1.6256,4.167
57.612898,-4.0953,-0.8139,-1.7739,4.537
57.618352,-4.6668,-0.8301,-2.1710,5.214
57.623617,-5.3448,-0.7565,-2.6565,6.016
57.628026,-5.8378,-0.6046,-3.0451,6.612
57.633170,-5.9946,-0.3917,-3.2504,6.830
57.639114,-5.8782,-0.1381,-3.3768,6.780
57.643639,-5.5153,0.2308,-3.5207,6.547
57.648311,-5.1554,0.6676,-3.4889,6.261
57.653704,-4.9020,1.1751,-3.4015,6.081
57.658610,-4.6520,1.6672,-3.5143,6.064
57.665154,-4.4386,2.2123,-3.7070,6.192
57.668769,-4.2569,2.7337,-3.8549,6.360
57.709623,-3.8927,3.1913,-4.0506,6.461
57.710222,-3.2753,3.6883,-3.9353,6.310
57.710555,-2.5587,4.1144,-3.6806,6.085
57.711802,-1.8017,4.5679,-3.5937,6.085
57.712157,-1.0494,5.0639,-3.8874,6.470
57.712402,-0.2463,5.6891,-4.2958,7.133
57.712644,0.6211,6.3071,-4.3743,7.701
57.712874,1.4468,6.9826,-4.1948,8.273
57.713482,2.3182,7.6699,-4.0395,8.973
57.718427,3.3269,8.3474,-4.0826,9.870
57.724010,4.6892,8.7855,-4.1500,10.789
57.728716,6.5297,8.3311,-4.8828,11.657
57.733842,8.6668,7.2405,-5.7753,12.684
57.739206,10.7498,6.0138,-6.4981,13.927
57.743990,12.3519,5.2035,-7.0742,15.156
57.750444,13.2871,4.9472,-7.0687,15.843
57.755296,13.5152,4.9354,-6.5743,15.819
57.759373,13.0494,5.0265,-5.7680,15.127
57.764584,12.4839,5.3089,-4.4872,14.289
57.769484,12.5117,5.6315,-3.7632,14.227
57.778228,13.2158,5.5636,-4.3030,14.971
57.780395,14.4394,4.7991,-5.0332,16.027
57.811136,15.6703,3.6400,-5.4444,16.984
57.811868,16.5073,2.3443,-5.9027,17.687
57.812323,16.9645,1.0599,-6.9577,18.366
57.812627,17.0718,-0.1302,-8.3066,18.986
57.812877,16.8538,-1.1932,-9.8587,19.562
57.813134,16.6663,-1.9318,-10.6100,19.851
57.814305,16.6978,-2.3611,-10.2293,19.724
57.819339,16.8626,-2.6429,-9.0838,19.335
57.824715,17.3250,-2.8832,-6.9728,18.897
57.829462,17.8616,-3.2478,-5.2096,18.887
57.835168,18.6228,-3.5863,-4.2540,19.436
57.839693,19.3913,-3.8890,-3.8480,20.148
57.844971,19.9688,-4.2346,-3.7629,20.757
57.849995,19.9980,-4.6275,-3.5232,20.827
57.854697,15.0238,-1.3219,0.5808,15.093
57.859478,11.0882,11.7459,-8.9761,18.479
57.865476,12.2455,8.0031,-4.6722,15.357
57.869791,13.6443,2.5819,4.7985,14.692
57.875573,11.8604,2.8522,6.1894,13.679
57.879679,2.8472,9.5018,9.9668,14.062
57.886502,-10.5806,32.2512,11.7725,35.926
57.889261,-3.9419,9.7157,3.7041,11.120
57.930072,0.7271,-5.6698,15.3178,16.350
57.930670,-4.6181,1.3281,23.3415,23.831
57.930995,-6.6467,0.7104,20.6226,21.679
57.931356,-7.7367,-1.9484,16.6614,18.473
57.931704,-6.7573,-2.6565,12.8459,14.756
57.932134,0.9296,1.1429,9.0587,9.178
57.932442,5.9800,7.0283,-19.4141,21.496
57.932718,10.7118,4.3525,-13.5570,17.818
57.935306,19.3782,-0.5205,12.9812,23.330
57.941054,26.0418,-5.5203,17.0734,31.625
57.945239,28.9939,-9.4479,2.7880,30.622
57.971642,27.3285,-10.2569,-23.4168,37.422
57.972100,24.2179,-6.9924,-39.7226,47.046
57.972580,21.0667,-1.7235,-29.0624,35.936
57.972949,14.8264,0.7377,-16.0044,21.829
57.973265,5.5994,-1.8991,-8.0048,9.952
57.976957,1.9102,-4.4562,2.1100,5.288
57.980828,1.4433,-4.7691,5.7891,7.638
58.007788,0.8241,-4.1210,3.6310,5.554
58.008517,1.6602,-1.4651,3.0481,3.767
58.008811,4.0679,-0.0378,2.0199,4.542
58.009097,5.1821,-0.1538,-0.6366,5.223
58.009406,5.2607,-0.0425,-0.9865,5.353
58.010483,6.1771,-0.9011,1.2730,6.371
58.015491,6.8159,-2.1271,2.2812,7.496
58.020973,6.3789,-2.5064,1.2921,6.974
58.025727,5.7903,-2.4468,0.8972,6.350
58.049990,5.1845,-2.1310,1.2264,5.738
58.050655,4.6781,-1.6309,1.1930,5.096
58.050959,3.9648,-0.7436,0.5168,4.067
58.051209,3.4401,-0.1312,0.2140,3.449
58.051473,3.1077,0.2382,0.4884,3.155
58.055771,2.2055,0.8880,1.1844,2.656
58.060911,1.5739,1.1016,2.3341,3.023
58.065627,1.1445,0.7700,2.8145,3.134
58.072428,0.7762,0.6953,2.4443,2.657
58.076496,0.3228,1.0879,2.4971,2.743
58.081354,-0.6687,1.1055,1.7291,2.158
58.086162,-1.0371,0.5466,0.8973,1.476
58.091756,-1.3883,1.1224,0.0645,1.786
58.096197,-2.1563,2.5283,0.4550,3.354
58.101496,-2.9556,4.0543,0.8276,5.085
58.127623,-3.9453,3.5046,-0.1098,5.278
58.128368,-3.7730,1.2778,1.4147,4.227
58.128719,-3.2782,0.7317,3.5953,4.920
58.129011,-3.2971,1.0929,3.7020,5.076
58.129259,-2.9566,0.7386,2.5692,3.986
58.131387,-2.0892,0.1313,1.4354,2.538
58.136753,-1.1296,-0.2821,0.8732,1.455
58.141473,-0.3324,-0.5556,0.4845,0.809
58.146628,-0.0789,-0.7234,-0.0568,0.730
58.151874,-0.2793,-0.7479,-0.1461,0.812
58.156941,-0.7037,-0.6004,-0.0635,0.927
58.161618,-1.0701,-0.5941,-0.1218,1.230
58.166782,-1.1422,-0.6807,-0.3565,1.377
58.172239,-0.9538,-0.6685,-0.6052,1.313
58.177066,-0.8758,-0.5987,-0.8640,1.368
58.181711,-0.9201,-0.6842,-0.7410,1.365
58.187540,-0.9528,-0.8146,-0.7218,1.447
58.192213,-0.7872,-0.8703,-0.8513,1.450
58.197495,-0.6434,-0.8850,-1.2155,1.635
58.202123,-0.6958,-1.0209,-1.5926,2.016
58.226544,-0.5569,-1.1523,-1.5921,2.043
58.227067,-0.3124,-1.2047,-1.3772,1.856
58.227277,-0.1991,-1.1641,-1.1872,1.675
58.227485,-0.1357,-1.2888,-0.9865,1.629
58.227683,-0.0455,-1.3562,-0.7361,1.544
58.232033,0.2010,-1.3211,-0.5148,1.432
58.237299,0.4242,-1.3583,-0.2322,1.442
58.242191,0.6958,-1.4295,0.4468,1.651
58.247080,1.0973,-1.5371,0.9483,2.113
58.253546,1.3991,-1.5425,1.0195,2.319
58.257323,1.4129,-1.4248,0.7800,2.153
58.262454,1.1353,-1.1448,0.6057,1.722
58.267203,0.8082,-0.7595,0.5292,1.229
58.274263,0.5565,-0.5547,0.2449,0.823
58.277874,0.3513,-0.3842,-0.1059,0.531
58.283815,0.0707,-0.0997,-0.2033,0.237
58.287864,-0.2134,0.2796,0.1008,0.366
58.293018,-0.4193,0.6381,0.2125,0.793
58.297775,-0.6189,0.8440,0.0849,1.050
58.303567,-0.7784,1.0241,0.1362,1.294
58.308090,-0.7307,1.1067,0.4598,1.404
58.312631,-0.6980,1.2187,0.6807,1.561
58.347053,-0.7021,1.5537,0.8274,1.895
58.347379,-0.7920,2.0457,0.8643,2.358
58.347577,-0.9626,2.5677,1.1038,2.956
58.347770,-1.1554,3.0971,1.4629,3.615
58.348023,-1.4277,3.5453,1.6829,4.176
58.348286,-1.6961,3.9606,2.2462,4.859
58.348517,-2.0783,4.4724,2.8028,5.673
58.352756,-2.3887,4.8574,3.0183,6.198
58.357826,-2.6653,5.1408,2.7879,6.427
58.363093,-2.8657,5.4961,2.3159,6.617
58.368689,-2.9536,5.6788,2.1136,6.741
58.373245,-3.2035,5.9683,1.7310,6.991
58.378313,-3.6482,6.0938,1.1343,7.192
58.383616,-4.1608,6.3065,0.6120,7.580
58.388871,-4.5110,6.8912,0.7749,8.273
58.393436,-4.8049,7.8454,1.2689,9.287
58.398630,-4.9514,8.7713,2.0763,10.284
58.403593,-5.5186,9.4427,2.9517,11.328
58.408735,-6.2714,10.1207,3.5465,12.423
58.413591,-6.4091,10.8301,4.7459,13.450
58.419314,-6.5417,11.5941,5.6219,14.451
58.423766,-7.1260,12.3507,6.6251,15.723
58.449919,-8.0005,14.3147,6.8823,17.784
58.450335,-11.9657,18.8190,3.5670,22.584
58.450730,-23.7178,28.8050,-3.6996,37.496
58.451123,-35.2781,35.8031,2.9304,50.349
58.451553,-40.4455,35.8025,6.6943,54.429
58.455228,-36.1369,21.8218,5.2128,42.535
58.459299,-28.9616,11.1672,1.2693,31.066
58.483691,-21.8607,7.1244,-0.0992,22.993
58.484263,-9.6698,9.2260,-0.2869,13.368
58.484530,-2.9731,7.7156,1.2626,8.364
58.484764,-1.8122,7.4241,0.4895,7.658
58.485001,0.5208,6.2124,-1.2556,6.359
58.488943,-1.2201,5.2877,-0.6387,5.464
58.525580,-7.8053,5.7989,1.8932,9.906
58.526567,-16.2670,4.8287,2.7187,17.185
58.527181,-20.1840,6.3498,-1.2664,21.197
58.527893,-19.6159,7.8230,-5.1080,21.727
58.528577,-9.7261,4.4081,-10.5738,15.028
58.529461,4.7630,-7.0806,-6.4774,10.713
58.529958,11.8448,-8.5327,2.3863,14.792
58.530473,13.9028,-4.7775,5.8021,15.804
58.534437,13.9999,-2.7570,4.3855,14.928
58.539200,11.8717,-1.5610,1.1655,12.031
58.544698,6.8204,-0.3919,-1.1185,6.923
58.553534,-3.4900,1.4908,-2.6187,4.611
58.554391,-11.7617,1.8365,-2.0688,12.083
58.560004,-14.0759,2.0472,-1.5321,14.306
58.599186,-14.8362,2.3009,-2.0493,15.153
58.599810,-14.7085,2.1914,-2.1151,15.021
58.600310,-12.7480,1.8748,-1.4170,12.963
58.600653,-9.9682,0.9470,-1.0024,10.063
58.600943,-7.9977,-0.4587,-0.8774,8.059
58.601223,-6.8279,-1.8430,-0.5203,7.091
58.601486,-5.9753,-2.6287,-0.1757,6.530
58.601730,-5.3851,-2.9028,0.0599,6.118
58.608913,-5.0498,-2.6749,0.1827,5.717
58.609636,-5.0373,-2.1854,0.2191,5.495
58.614542,-5.2315,-1.7044,0.2434,5.507
58.619714,-5.5236,-1.3366,0.3308,5.693
58.624706,-5.9866,-1.0603,0.2584,6.085
58.630932,-6.6686,-0.7987,0.0877,6.717
58.634699,-7.3544,-0.6153,-0.0506,7.380
58.676093,-7.7767,-0.4911,-0.0453,7.792
58.676600,-7.9457,-0.3408,-0.2125,7.956
58.676863,-7.7953,0.0117,-0.4241,7.807
58.677320,-7.4960,0.3468,-0.6391,7.531
58.677700,-7.1547,0.5109,-0.7563,7.213
58.677960,-6.6732,0.6165,-0.8522,6.756
58.678217,-6.1235,0.7979,-0.9241,6.244
58.678437,-5.5058,1.0049,-0.9836,5.683
58.680509,-4.9089,1.1516,-1.0064,5.142
58.685132,-4.3231,1.2141,-1.1504,4.635
58.690409,-3.7528,1.3502,-1.1976,4.164
58.695684,-3.0498,1.3902,-1.3400,3.610
58.700412,-2.5205,1.3367,-1.1971,3.094
58.706232,-2.9778,1.5559,-1.4419,3.656
58.710778,-3.3570,1.9166,-1.9382,4.324
58.715416,-3.2177,2.2982,-2.2871,4.568
58.721995,-3.0095,2.7265,-2.4730,4.755
58.726305,-2.7984,3.1806,-2.3956,4.867
58.731123,-2.6924,3.6150,-2.3565,5.086
58.736310,-2.5438,4.2046,-2.4225,5.479
58.774988,-2.2892,4.6817,-2.6200,5.833
58.775501,-1.8635,5.1999,-2.9467,6.261
58.775802,-1.3206,5.7871,-3.3913,6.836
58.776188,-0.6194,6.2188,-3.7791,7.303
58.776471,0.1773,6.5404,-4.0964,7.719
58.776732,1.0595,6.6752,-4.2039,7.960
58.776989,1.9818,6.6229,-4.4482,8.221
58.777271,2.9100,6.5266,-4.8668,8.646
58.780920,3.6282,6.5373,-5.3923,9.218
58.785699,4.1432,6.7117,-5.8071,9.795
58.791290,4.5238,7.1644,-5.9053,10.328
58.796003,4.9371,7.7032,-5.7772,10.821
58.801144,5.4468,8.2007,-5.6433,11.347
58.806545,6.0717,8.7834,-5.8120,12.157
58.811062,7.0776,9.0657,-6.1164,13.027
58.816747,8.5353,8.6792,-6.3128,13.712
58.821127,10.3985,7.6670,-6.0652,14.272
58.826210,12.4190,6.5459,-5.8272,15.200
58.831583,14.1174,5.3706,-5.8062,16.182
58.837171,15.4524,4.2605,-5.7175,17.018
58.841861,16.4867,3.2466,-5.4876,17.677
58.847215,17.2440,2.2591,-5.3973,18.210
58.892290,17.8929,1.1761,-5.4412,18.739
58.893041,18.3672,0.1504,-5.6240,19.210
58.893452,18.5865,-0.7535,-5.7448,19.469
58.893812,18.7836,-1.6034,-5.4962,19.637
58.894192,18.8730,-2.2924,-6.3409,20.041
58.894556,18.7491,-2.7737,-6.6732,20.094
58.894976,18.6010,-3.2014,-7.0011,20.131
58.895321,18.6347,-3.5692,-7.1199,20.265
58.895754,18.9638,-3.8632,-6.5688,20.438
58.900516,19.6449,-4.0645,-5.2379,20.733
58.901773,20.5238,-4.0366,-3.6474,21.233
58.931996,21.1324,-4.0738,-2.1563,21.629
58.932383,17.4085,-5.4407,2.0630,18.355
58.932643,12.1616,9.3873,-3.5341,15.764
58.933011,12.0849,15.7980,-7.2750,21.179
58.933292,13.5517,10.1768,2.5934,17.145
58.933567,6.3084,14.7661,5.5157,16.978
58.961530,-0.4857,12.6152,5.5848,13.805
58.961983,-0.9753,8.5280,4.4883,9.686
58.962290,-3.2578,9.9261,-1.4756,10.551
58.962614,-3.0768,5.6429,2.9859,7.087
58.962877,-2.6037,2.4507,10.5448,11.135
58.963167,-3.5430,-0.2368,14.3338,14.767
58.967212,-5.4655,-1.6603,18.4208,19.286
58.973350,-5.3542,-3.7034,13.8041,15.262
58.977829,-1.2206,-2.2267,12.0206,12.286
59.003326,6.6374,3.4049,4.2700,8.595
59.003745,9.6743,6.7876,-15.6583,19.617
59.004072,12.7686,2.5903,-3.5702,13.509
59.004408,17.1865,-0.2392,15.4529,23.113
59.004680,21.1545,-2.6481,10.6147,23.816
59.008913,22.6528,-6.8979,-6.7132,24.613
59.012631,22.0848,-9.1046,-25.7061,35.092
59.019702,20.2677,-6.2770,-30.2839,36.977
59.022749,17.7559,-1.6073,-18.3396,25.577
59.050465,14.8228,-1.9983,-9.3446,17.636
59.050823,8.1173,-3.2624,-5.0343,10.093
59.051013,6.0959,-5.3735,0.9434,8.181
59.051205,7.2799,-6.1533,6.4369,11.502
59.051445,7.8055,-4.4860,4.7612,10.184
59.080600,7.6330,-1.7385,2.7369,8.293
59.081098,6.9793,-0.0961,2.2906,7.346
59.081401,5.5725,0.1084,0.7696,5.626
59.081653,4.4646,0.0018,0.0421,4.465
59.081866,4.4162,-0.2421,0.6194,4.466
59.082170,4.2479,-0.9469,0.9331,4.451
59.086126,3.6529,-1.2686,1.3281,4.089
59.088885,3.5540,-1.1497,1.9944,4.234
59.092997,3.8020,-0.6146,2.5757,4.633
59.114960,3.8867,0.0706,2.5457,4.647
59.115424,3.6973,0.0880,2.1533,4.280
59.115591,3.2149,0.1093,1.8307,3.701
59.115809,2.5479,0.4167,1.9060,3.209
59.118392,2.0247,0.6830,1.5160,2.620
59.123352,1.6204,0.4757,1.3730,2.176
59.129083,1.4136,0.0921,1.3855,1.982
59.133292,1.2951,-0.1763,1.3666,1.891
59.138495,1.2787,0.0655,2.0251,2.396
59.143491,0.2760,0.2854,1.3698,1.426
59.148282,-0.4966,0.0424,0.5604,0.750
59.153848,-1.3795,0.5767,-0.8376,1.714
59.158998,-2.3716,2.3067,-1.1486,3.502
59.164389,-3.3691,4.6266,-0.8331,5.784
59.168849,-4.6822,4.3426,-1.2797,6.513
59.193330,-4.8823,2.0634,0.0904,5.301
59.193946,-4.5390,1.3893,2.3420,5.293
59.194307,-4.4979,1.8052,3.7061,6.101
59.194604,-4.2356,1.7050,3.8586,5.978
59.194880,-3.6257,1.2521,2.9348,4.830
59.198846,-2.8254,0.5039,1.7685,3.371
59.204156,-1.6733,-0.5138,1.1856,2.114
59.209136,-0.4211,-0.9813,0.6087,1.229
59.214192,0.4756,-1.1849,-0.1283,1.283
59.219100,0.7528,-1.6064,-0.2777,1.796
59.224234,0.6510,-1.5570,-0.1535,1.695
59.229037,0.1489,-1.3122,-0.1307,1.327
59.234024,-0.3803,-1.2452,-0.2901,1.334
59.239040,-0.7578,-1.2476,-0.6601,1.602
59.244136,-0.9196,-1.2187,-1.0829,1.872
59.249812,-0.7919,-1.2494,-1.3172,1.981
59.254405,-0.6044,-1.3110,-1.3749,1.994
59.259235,-0.5174,-1.2984,-1.4213,1.993
59.264334,-0.5863,-1.3357,-1.4778,2.076
59.270433,-0.4592,-1.4873,-1.5707,2.211
59.275133,-0.2058,-1.5644,-1.5878,2.238
59.279540,0.1099,-1.6270,-1.4289,2.168
59.303775,0.4570,-1.7617,-1.1538,2.155
59.304330,0.8023,-1.8824,-0.7987,2.197
59.304678,1.1076,-1.9868,-0.4063,2.311
59.305016,1.3118,-2.0183,-0.1825,2.414
59.305259,1.2959,-1.8840,-0.0552,2.287
59.309150,1.1988,-1.5195,0.1859,1.944
59.314763,1.0034,-1.1760,0.5196,1.631
59.319740,0.7163,-0.9056,0.7116,1.356
59.325047,0.4712,-0.6313,0.7720,1.103
59.329791,0.1789,-0.3505,0.8138,0.904
59.334855,0.0810,-0.2063,0.8634,0.891
59.339649,0.0336,-0.0025,0.7724,0.773
59.345129,0.0102,0.2896,0.5101,0.587
59.350095,-0.0467,0.4690,0.0910,0.480
59.354729,-0.1967,0.4399,-0.0837,0.489
59.359685,-0.3748,0.6476,0.0934,0.754
59.364869,-0.5741,1.0321,0.3591,1.234
59.369984,-0.8954,1.4186,0.1947,1.689
59.375268,-1.1620,1.7958,-0.0840,2.141
59.380223,-1.3933,2.1255,0.0202,2.542
59.404391,-1.5416,2.4124,0.3346,2.882
59.404943,-1.6526,2.6378,0.8256,3.220
59.405300,-1.8676,3.2012,1.1321,3.875
59.405853,-2.1150,3.7126,1.3805,4.490
59.406131,-2.3499,4.0145,1.9029,5.026
59.410145,-2.5009,4.3084,2.4452,5.549
59.415228,-2.6452,4.6978,2.9474,6.144
59.420865,-2.8166,5.1229,3.2402,6.684
59.425937,-3.0009,5.2609,3.2563,6.876
59.429968,-3.0999,5.0691,3.3252,6.809
59.435676,-3.0535,4.8513,3.4251,6.678
59.440874,-2.9399,4.7722,3.1687,6.439
59.445949,-2.8688,5.1183,2.6017,6.418
59.451102,-3.0696,5.7717,1.9511,6.822
59.456359,-3.5056,6.5594,1.5956,7.607
59.462752,-4.0761,7.2589,1.7746,8.512
59.465543,-4.7130,7.7308,2.5937,9.418
